0,1,2,3,4,5,6,7,8,9,10,11
1491772556.586084,CXozXw1VDdMNXVqTZ8,10.1.60.67,57114,10.1.60.70,80,1,GET,logserver.usma.bluenet,/bundles/src/ui/public/images/elk.ico,-,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491772494.459907,CsoTp81nNc3i5iJR6a,10.1.60.66,44040,10.1.60.70,80,12,POST,logserver.usma.bluenet,/elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1491772482099,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491772493.469830,CsoTp81nNc3i5iJR6a,10.1.60.66,44040,10.1.60.70,80,10,POST,logserver.usma.bluenet,/elasticsearch/_mget?timeout=0&ignore_unavailable=true&preference=1491772482099,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491772533.556676,CsoTp81nNc3i5iJR6a,10.1.60.66,44040,10.1.60.70,80,43,GET,logserver.usma.bluenet,/bundles/src/ui/public/images/elk.ico,-,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491775510.865564,Ci8Ztk1HFoE8OohPL2,10.1.60.67,57350,10.1.60.70,80,4,GET,logserver.usma.bluenet,/bundles/src/ui/public/images/elk.ico,-,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491775506.331844,Cr5cRB1qo4zVEYgFn3,10.1.60.67,57344,10.1.60.70,80,13,POST,logserver.usma.bluenet,/elasticsearch/filebeat-*/_field_stats?level=indices,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491774594.865347,CrxNew1qv0FTHWUQ0l,10.1.60.67,57272,10.1.60.70,80,3,GET,logserver.usma.bluenet,/bundles/src/ui/public/images/elk.ico,-,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491774597.729953,CjnLaKGBXGZ6Ba6G1,10.1.60.67,57274,10.1.60.70,80,3,GET,logserver.usma.bluenet,/bundles/src/ui/public/images/elk.ico,-,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491774604.039502,CjnLaKGBXGZ6Ba6G1,10.1.60.67,57274,10.1.60.70,80,4,GET,logserver.usma.bluenet,/bundles/src/ui/public/images/elk.ico,-,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491774589.360616,CE7ssb4awmHr5h3vcj,10.1.60.67,57270,10.1.60.70,80,20,POST,logserver.usma.bluenet,/elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1491774587719,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491774594.960723,CE7ssb4awmHr5h3vcj,10.1.60.67,57270,10.1.60.70,80,22,POST,logserver.usma.bluenet,/elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1491774587719,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491774575.556865,CE7ssb4awmHr5h3vcj,10.1.60.67,57270,10.1.60.70,80,3,GET,logserver.usma.bluenet,/bundles/kibana.bundle.js?v=9732,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491774605.270056,CE7ssb4awmHr5h3vcj,10.1.60.67,57270,10.1.60.70,80,34,POST,logserver.usma.bluenet,/elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1491774603702,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491774577.516325,CE7ssb4awmHr5h3vcj,10.1.60.67,57270,10.1.60.70,80,10,POST,logserver.usma.bluenet,/elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1491774575966,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491774588.293463,CE7ssb4awmHr5h3vcj,10.1.60.67,57270,10.1.60.70,80,16,POST,logserver.usma.bluenet,/elasticsearch/.kibana/index-pattern/_search?fields=,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491774587.214177,CE7ssb4awmHr5h3vcj,10.1.60.67,57270,10.1.60.70,80,13,GET,logserver.usma.bluenet,/bundles/kibana.bundle.js?v=9732,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491774576.274841,CE7ssb4awmHr5h3vcj,10.1.60.67,57270,10.1.60.70,80,5,POST,logserver.usma.bluenet,/elasticsearch/_mget?timeout=0&ignore_unavailable=true&preference=1491774575966,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491774604.023740,CE7ssb4awmHr5h3vcj,10.1.60.67,57270,10.1.60.70,80,29,POST,logserver.usma.bluenet,/elasticsearch/_mget?timeout=0&ignore_unavailable=true&preference=1491774603702,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491774612.543045,CE7ssb4awmHr5h3vcj,10.1.60.67,57270,10.1.60.70,80,44,POST,logserver.usma.bluenet,/elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1491774611099,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491774588.467197,CE7ssb4awmHr5h3vcj,10.1.60.67,57270,10.1.60.70,80,18,POST,logserver.usma.bluenet,/elasticsearch/_mget?timeout=0&ignore_unavailable=true&preference=1491774587719,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491774804.879319,CZbsdG2GXRjYKFEUwe,10.1.60.67,57294,10.1.60.70,80,1,GET,logserver.usma.bluenet,/bundles/commons.bundle.js?v=9732,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491774805.089315,CxP5wM1andvESausH6,10.1.60.67,57292,10.1.60.70,80,3,GET,logserver.usma.bluenet,/bundles/kibana.bundle.js?v=9732,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491775453.223418,CId1hJ2xqOqcdw3MHj,10.1.60.67,57348,10.1.60.70,80,1,GET,logserver.usma.bluenet,/bundles/commons.bundle.js?v=9732,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491775456.668614,Cr5cRB1qo4zVEYgFn3,10.1.60.67,57344,10.1.60.70,80,9,POST,logserver.usma.bluenet,/elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1491775454216,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491775455.039000,Cr5cRB1qo4zVEYgFn3,10.1.60.67,57344,10.1.60.70,80,7,POST,logserver.usma.bluenet,/elasticsearch/_mget?timeout=0&ignore_unavailable=true&preference=1491775454216,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491777569.099537,CPQqAn4U1X5EunQbN9,10.1.60.67,57502,10.1.60.70,80,3,GET,logserver.usma.bluenet,/bundles/commons.bundle.js?v=9732,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491777578.660172,C8kcZ7hgoIkAKVdjg,10.1.60.67,57500,10.1.60.70,80,6,GET,logserver.usma.bluenet,/bundles/kibana.style.css?v=9732,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491777657.891269,CJmdCr3ML5G2iu7jA,10.1.60.67,57516,10.1.60.70,80,1,GET,logserver.usma.bluenet,/bundles/kibana.style.css?v=9732,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491777998.324036,Cqp4KamhLo93H9rja,10.1.60.67,57544,10.1.60.70,80,4,GET,logserver.usma.bluenet,/bundles/commons.bundle.js?v=9732,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491777946.690695,CoIu5y3pYawJS3Hv3a,10.1.60.67,57538,10.1.60.70,80,6,GET,logserver.usma.bluenet,/bundles/kibana.bundle.js?v=9732,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491777947.446475,CoIu5y3pYawJS3Hv3a,10.1.60.67,57538,10.1.60.70,80,9,GET,logserver.usma.bluenet,/bundles/src/ui/public/images/elk.ico,-,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491777998.229125,CoIu5y3pYawJS3Hv3a,10.1.60.67,57538,10.1.60.70,80,29,GET,logserver.usma.bluenet,/app/kibana,-,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491778000.656871,CoIu5y3pYawJS3Hv3a,10.1.60.67,57538,10.1.60.70,80,37,POST,logserver.usma.bluenet,/elasticsearch/filebeat-*/_field_stats?level=indices,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491777659.310204,Cf03xB4JyvrGId4TC5,10.1.60.67,57512,10.1.60.70,80,8,POST,logserver.usma.bluenet,/elasticsearch/_mget?timeout=0&ignore_unavailable=true&preference=1491777658460,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491777660.461878,Cf03xB4JyvrGId4TC5,10.1.60.67,57512,10.1.60.70,80,10,POST,logserver.usma.bluenet,/elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1491777658460,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491777956.598320,Cqp4KamhLo93H9rja,10.1.60.67,57544,10.1.60.70,80,2,GET,logserver.usma.bluenet,/bundles/commons.bundle.js?v=9732,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491777964.440025,Cqp4KamhLo93H9rja,10.1.60.67,57544,10.1.60.70,80,3,GET,logserver.usma.bluenet,/bundles/src/ui/public/images/elk.ico,-,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491777946.428365,Cqp4KamhLo93H9rja,10.1.60.67,57544,10.1.60.70,80,1,GET,logserver.usma.bluenet,/bundles/commons.bundle.js?v=9732,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491779246.506004,Czrh2l4mi68OmbhOrg,10.1.60.67,57632,10.1.60.70,80,1,GET,logserver.usma.bluenet,/bundles/node_modules/bootstrap/fonts/glyphicons-halflings-regular.woff2,http://logserver.usma.bluenet/bundles/commons.style.css?v=9732,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491779250.052878,Czrh2l4mi68OmbhOrg,10.1.60.67,57632,10.1.60.70,80,3,POST,logserver.usma.bluenet,/elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1491777999194,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491769333.575685,CkCosr2cvO6unzlcu5,10.1.60.66,43820,10.1.60.70,80,6,POST,logserver.usma.bluenet,/elasticsearch/filebeat-*/_field_stats?level=indices,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491782734.793284,CTIAzR22NI6UlQE4G9,10.1.60.67,57864,10.1.60.70,80,1,GET,logserver.usma.bluenet,/bundles/commons.bundle.js?v=9732,http://logserver.usma.bluenet/app/kibana,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491784091.326035,CdTNCQ2JL1vcUeQbL,10.1.60.67,57954,10.1.60.70,80,10,GET,logserver.usma.bluenet,/bundles/src/ui/public/images/elk.ico,-,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
1491785958.227266,CxCruu1JoQpc3NRoTh,10.1.60.70,50174,10.1.60.35,80,3,GET,10.1.60.35,/yumrepo/epel/repodata/repomd.xml,-,urlgrabber/3.10 yum/3.4.3
1491785958.309188,CxCruu1JoQpc3NRoTh,10.1.60.70,50174,10.1.60.35,80,4,GET,10.1.60.35,/yumrepo/extras/repodata/repomd.xml,-,urlgrabber/3.10 yum/3.4.3
1491786185.418919,CaegXBgtY8xH4fY1k,10.1.60.129,45034,10.2.27.48,80,1,GET,www.nypost.com,/,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0)
1491786185.379864,CkXhjk2lWg9H7oPVk,10.1.60.100,61539,10.1.60.129,3128,1,GET,www.nypost.com,http://www.nypost.com/,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0)
1491786185.588386,CK6qqM23EASW8SP7F2,10.1.60.100,61540,10.1.60.129,3128,1,GET,www.nypost.com,http://www.nypost.com/css/styles_home.css,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0)
1491786182.640023,C2DMBidN8eXVIJGzi,10.1.60.100,61529,10.1.60.129,3128,1,CONNECT,www.hq.bluenet,www.hq.bluenet:443,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0)
1491786181.997087,C36l0WfZaSY1P4Vyl,10.1.60.98,56012,10.1.60.129,3128,1,GET,www.eeoc.gov,http://www.eeoc.gov/press/rss.png,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; BOIE8;ENUS)
1491786182.012878,Cpmc83pez5MpWsvqh,10.1.60.98,56016,10.1.60.129,3128,1,GET,www.eeoc.gov,http://www.eeoc.gov/youth_small.jpg,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; BOIE8;ENUS)
1491786190.060387,CiQlFZMbsNkI6mumg,10.1.60.99,34108,10.1.60.129,3128,1,CONNECT,www.rmc.bluenet,www.rmc.bluenet:443,-,Mozilla/4.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)
1491786193.432133,CcMJgg1tnxatNUEx5c,10.1.60.129,51570,10.2.214.63,80,1,GET,www.osha.gov,/,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0)
1491786193.419811,C8SA882ZS73a9DN9Uc,10.1.60.100,61620,10.1.60.129,3128,1,GET,www.osha.gov,http://www.osha.gov/,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0)
1491786194.044574,CCh0fJ3Y8SiBHfe6j,10.1.60.129,51576,10.2.214.63,80,1,GET,www.osha.gov,/styles/variable-text.css,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0)
1491786192.149991,C4JJ683B21ntjOOQt8,10.1.60.129,35796,10.1.10.53,80,4,GET,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.101&c=3&d=2651900379&x=4&r=5764_5765,-,-
1491786198.527884,Cg8DTSTIDSTYjU24i,10.1.60.129,35890,10.1.10.53,80,3,GET,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.98&c=3&d=3393424391&x=4&r=5765m,-,-
1491786198.522136,CxDLCW1MMLPS6iSmUd,10.1.60.98,56110,10.1.60.129,3128,3,GET,rubberneck.hq.bluenet,http://rubberneck.hq.bluenet/rn2.html&i=10.1.60.98&c=3&d=3393424391&x=4&r=5765m,-,-
1491786192.202383,CxMmme3Be80QcVOIR4,10.1.60.101,53219,10.1.60.129,3128,5,POST,rubberneck.hq.bluenet,http://rubberneck.hq.bluenet/rn2.html&i=10.1.60.101&c=3&d=2651900379&x=4&r=5764_5765,-,-
1491786199.314224,Co6iSC3zRBJIIxwxd1,10.1.60.99,34116,10.1.60.129,3128,1,GET,www.live.com,http://www.live.com/,-,Mozilla/5.0 (compatible; MSIE 9.0; qdesk 2.4.1263.203; Windows NT 6.1; WOW64; Trident/5.0)
1491786199.252244,CxNVia3MANSXFnIRE8,10.1.60.129,35912,10.1.10.53,80,2,GET,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.98&c=3&d=3393424391&x=5&r=5765m,-,-
1491786198.219867,C7q6FM0RoWODT7Ktj,10.2.151.77,58700,10.1.60.2,80,1,GET,www.usma.bluenet,/,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727)
1491786194.605040,C3a44i2uRxf8j55g6l,10.1.60.98,56076,10.1.60.129,3128,1,CONNECT,www.snort.org,www.snort.org:443,-,Mozilla/4.0 (compatible; MSIE 5.0; Windows NT; DigExt; DTS Agent
1491786198.466768,CxDLCW1MMLPS6iSmUd,10.1.60.98,56110,10.1.60.129,3128,1,POST,rubberneck.hq.bluenet,http://rubberneck.hq.bluenet/rn2.html&i=10.1.60.98&c=3&d=0&x=2&r=5765m,-,-
1491786194.249163,Cxw0792UHZjwQyj7eg,10.1.60.98,56070,10.1.60.129,3128,1,CONNECT,www.snort.org,www.snort.org:443,-,Mozilla/4.0 (compatible; MSIE 5.0; Windows NT; DigExt; DTS Agent
1491786198.684632,CxDLCW1MMLPS6iSmUd,10.1.60.98,56110,10.1.60.129,3128,5,POST,rubberneck.hq.bluenet,http://rubberneck.hq.bluenet/rn2.html&i=10.1.60.98&c=3&d=3393424391&x=5&r=5765m,-,-
1491786198.857796,CxDLCW1MMLPS6iSmUd,10.1.60.98,56110,10.1.60.129,3128,8,POST,rubberneck.hq.bluenet,http://rubberneck.hq.bluenet/rn2.html&i=10.1.60.98&c=3&d=3393424391&x=5&r=5765m,-,-
1491786198.893381,CxDLCW1MMLPS6iSmUd,10.1.60.98,56110,10.1.60.129,3128,10,GET,rubberneck.hq.bluenet,http://rubberneck.hq.bluenet/rn2.html&i=10.1.60.98&c=3&d=3393424391&x=5&r=5765m,-,-
1491786199.084463,C1ortS2Iwp0xMfDMi7,10.1.60.129,35908,10.1.10.53,80,2,GET,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.98&c=3&d=3393424391&x=5&r=5765m,-,-
1491786194.186319,CO7b2i2r7Ue3hpXJPg,10.1.60.100,61629,10.1.60.129,3128,1,GET,www.osha.gov,http://www.osha.gov/images/curve-wh-right.gif,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0)
1491786199.185636,CxNVia3MANSXFnIRE8,10.1.60.129,35912,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.98&c=3&d=3393424391&x=5&r=5765m,-,-
1491786198.701068,CHzJoN9acyJQwFt1e,10.1.60.129,35894,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.98&c=3&d=3393424391&x=5&r=5765m,-,-
1491786200.949495,CPEUxl12aDB80jDc8b,10.1.60.129,35932,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.100&c=3&d=3863955261&x=5&r=5764_5765,-,-
1491786224.049846,CSBQZU2PHwyaCjdTu7,10.1.60.99,34267,10.1.60.129,3128,1,GET,www.starwars.com,http://www.starwars.com/meta/stylesheets/red/ie_home.css,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; NP08; MAAU; NP08)
1491786203.857236,Cu8pAc1g8zjmO95m2e,10.1.60.101,53228,10.1.60.129,3128,1,CONNECT,www.usna.bluenet,www.usna.bluenet:443,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENCA)
1491786206.208868,Cbc71JqQPfb1nxnzk,10.1.60.100,61648,10.1.60.129,3128,1,CONNECT,www.buckley.af.mil,www.buckley.af.mil:443,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0; NP06)
1491786202.514131,C6pmP31C421Mh77Ucf,10.1.60.129,35974,10.1.10.53,80,2,GET,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.99&c=3&d=2610314987&x=5&r=5765m,-,-
1491786202.570519,CccPvd2TxS5giI33kd,10.1.60.129,35976,10.1.10.53,80,2,GET,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.99&c=3&d=2610314987&x=5&r=5765m,-,-
1491786202.672242,CWfcxl1JDdqeykih8b,10.1.60.129,35980,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.99&c=3&d=2610314987&x=5&r=5765m,-,-
1491786221.970701,CDT6PE3T65t1wbc6N6,10.1.60.101,53271,10.1.60.129,3128,1,GET,www.lakenheath.af.mil,http://www.lakenheath.af.mil/shared/images/corner_tanblue.gif,-,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
1491786205.931139,CFYTwW2c3SFwaKDjK5,10.1.60.98,56114,10.1.60.129,3128,1,GET,www.monmouth.army.mil,http://www.monmouth.army.mil/,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; ; NCLIENT50_AAPCDA5841E333)
1491786214.806160,CkiPVf1U7iwzm4Es4c,10.1.60.101,53230,10.1.60.129,3128,1,CONNECT,airforcemedicine.afms.mil,airforcemedicine.afms.mil:443,-,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; MASP)
1491786201.161263,CljsJacwDJdg8nVAg,10.1.60.129,35936,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.100&c=3&d=3863955261&x=5&r=5764_5765,-,-
1491786221.703930,CrAWJl3wc49ePC9dh7,10.1.60.101,53266,10.1.60.129,3128,1,GET,www.lakenheath.af.mil,http://www.lakenheath.af.mil/shared/resource/aflink.css,-,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
1491786221.854336,C89sDa364wOoBQR4g3,10.1.60.101,53269,10.1.60.129,3128,1,GET,www.lakenheath.af.mil,http://www.lakenheath.af.mil/shared/images/transparent.gif,-,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
1491786209.490336,CqVckMS42qHE3MDsj,10.1.60.100,61673,10.1.60.129,3128,1,CONNECT,www.buckley.af.mil,www.buckley.af.mil:443,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0; NP06)
